"","X1","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper","skipper_raw","lastName","id"
"3262",3262,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,25,23,44,35,NA,NA,NA,NA,127,"annie","USA 1238","38",NA,33,"gary gilbert","Gary Gilbert","gilbert",135
"3263",3263,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,50,43,6,31,NA,NA,NA,NA,130,"tithonus","USA 1209","26",NA,34,"dave smalley","Dave Smalley / Gary Corwin","smalley",335
"3264",3264,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,24,49,10,50,NA,NA,NA,NA,133,"pipe dream 12","USA 1202","42",NA,35,"scott piper","Scott Piper","piper",293
"3265",3265,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,23,62,32,22,NA,NA,NA,NA,139,"usa 1198","USA 1198","46",NA,36,"simon williams","Simon Williams","williams",372
"3266",3266,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,51,28,43,18,NA,NA,NA,NA,140,"cool bean","USA 1171","1",NA,37,"j.d. stone","J.D. Stone","stone",346
"3267",3267,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,32,48,38,23,NA,NA,NA,NA,141,"john deere","AUS 1094","30",NA,38,"henry spingler","Henry Spingler","spingler",339
"3268",3268,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,46,26,62,9,NA,NA,NA,NA,143,"hootchie kootchie","USA 1284","29",NA,39,"chuck poindexter","Chuck Poindexter","poindexter",297
"3269",3269,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,21,47,24,51,NA,NA,NA,NA,143,"patriot games","GBR 1195","36",NA,40,"jack mccarthy","Jack McCarthy / Paul Blowers","mccarthy",245
"3270",3270,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,49,38,48,15,NA,NA,NA,NA,150,"carina","USA 1212","12",NA,41,"jonathan nye","Jonathan Nye","nye",201
"3271",3271,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,40,53,34,27,NA,NA,NA,NA,154,"b/witchcraft","USA 1061","13",NA,42,"patricia stadel","Patricia Stadel","stadel",288
"3272",3272,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,26,40,42,47,NA,NA,NA,NA,155,"ten zero one","USA 1001","23",NA,43,"bill fortenberry","Bill Fortenberry","fortenberry",125
"3273",3273,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,30,56,27,46,NA,NA,NA,NA,159,"champagne iii","USA 1259","51",NA,44,"john ulbrich","John Ulbrich","ulbrich",361
"3274",3274,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,39,30,41,49,NA,NA,NA,NA,159,"lucky","USA 1178","7",NA,45,"bryon ehrhart","Bryon Ehrhart / Aaron Housten","ehrhart",111
"3275",3275,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,35,35,28,62,NA,NA,NA,NA,160,"alliance","USA 980","34",NA,46,"frank atkinson","Frank Atkinson","atkinson",16
"3276",3276,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,36,62,62,2,NA,NA,NA,NA,162,"sting wray","USA 1231","5",NA,47,"robert wray","Robert Wray","wray",375
"3277",3277,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,45,25,40,55,NA,NA,NA,NA,165,"soul ii","USA 598","4",NA,48,"chuck coyer","Chuck Coyer","coyer",81
"3278",3278,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,42,62,62,5,NA,NA,NA,NA,171,"revival","USA 1304","16",NA,49,"ralph hertz","Ralph Hertz","hertz",165
"3279",3279,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,62,42,51,34,NA,NA,NA,NA,189,"strings","USA 1093","14",NA,50,"jim capron","Jim Capron","capron",59
"3280",3280,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,43,36,55,56,NA,NA,NA,NA,190,"resolute","USA 1139","27",NA,51,"ron ross","Ron Ross","ross",317
"3281",3281,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,47,62,49,36,NA,NA,NA,NA,194,"voodoo","USA 1166","55",NA,52,"richard grunsten","Richard Grunsten / Gavin Flinn","grunsten",150
"3282",3282,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,52,51,50,41,NA,NA,NA,NA,194,"usa 1229","USA 1229","19",NA,53,"thompson","J. Thompson / J. Littel","thompson",353
"3283",3283,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,56,52,62,28,NA,NA,NA,NA,198,"usa 1224","USA 1224","21",NA,54,"kurt winkelmann","Kurt Winkelmann","winkelmann",373
"3284",3284,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,62,51,47,40,NA,NA,NA,NA,200,"pied piper","USA 1261","61",NA,55,"tom piper","Tom Piper","piper",293
"3285",3285,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,53,55,36,57,NA,NA,NA,NA,201,"dirty laundry","USA 1076","62",NA,56,"rusty bodden & tim yourieff","Rusty Bodden & Tim Yourieff","yourieff",380
"3286",3286,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,57,44,52,52,NA,NA,NA,NA,205,"mischief","USA 1069","49",NA,57,"betsy altman","Betsy Altman","altman",7
"3287",3287,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,58,50,56,53,NA,NA,NA,NA,217,"wallinator","USA 1016","44",NA,58,"nathan ballard","Nathan Ballard / Walter O'Sullivan","ballard",20
"3288",3288,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,62,45,53,58,NA,NA,NA,NA,218,"irrational exuberance","GBR 1174","8",NA,59,"harald orneberg","Harald Orneberg","orneberg",282
"3289",3289,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,55,57,45,62,NA,NA,NA,NA,219,"perezoso","USA 1145","41",NA,60,"jeff nehms","Jeff Nehms","nehms",276
"3290",3290,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005flstate.htm","Florida State Championship",NA,62,46,62,62,NA,NA,NA,NA,232,"trouble","USA 744","50",NA,61,"jeff bennert","Jeff Bennert","bennert",30
"3291",3291,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,14,1,4,NA,2,7,2,7,37,"fathom this - 2702","USA 1225","60",NA,1,"robert bell","Robert Bell","bell",28
"3292",3292,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,13,8,10,9,3,NA,4,5,52,"pegasus","USA 1226","67",NA,3,"philippe kahn","Philippe Kahn/Bill Hardesty","kahn",202
"3293",3293,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,2,6,3,3,NA,16,13,14,57,"fresh guidance","USA 1198","46",NA,4,"cameron appelton","Cameron Appelton","appelton",14
"3294",3294,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,11,7,7,25,NA,1,15,9,75,"usa 1262","USA 1262","70",NA,5,"vince brun","Vince Brun","brun",44
"3295",3295,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,6,18,NA,19,7,11,5,12,78,"riva","USA 1221","53",NA,6,"wade edwards","Wade Edwards","edwards",110
"3296",3296,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,10,NA,11,6,9,14,10,21,81,"cool jane","CAN 1310","31",NA,7,"hank lammens","Hank Lammens","lammens",218
"3297",3297,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,4,10,NA,17,1,20,18,31,101,"pied piper","USA 1261","61",NA,9,"tom piper","Tom Piper","piper",293
"3298",3298,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,8,NA,5,5,16,35,25,15,109,"landed immigrant","CAN 964","65",NA,10,"hans fogh","Hans Fogh","fogh",123
"3299",3299,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,28,5,15,32,6,9,14,NA,109,"tbd","USA 1306","47",NA,11,"john jansheski","John Jansheski","jansheski",187
"3300",3300,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,9,NA,42,15,30,12,11,1,120,"cruel jane","CAN 1298","32",NA,12,"dirk kneulman","Dirk Kneulman","kneulman",211
"3301",3301,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,26,NA,17,11,47,19,7,3,130,"swedish blue","GBR 1148","22",NA,13,"ante razmilovic","Ante Razmilovic","razmilovic",306
"3302",3302,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,34,NA,31,13,4,36,3,13,134,"enda lima shamba","GBR 1252","39",NA,14,"nils razmilovic","Nils Razmilovic","razmilovic",306
"3303",3303,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,30,15,28,4,NA,2,32,24,135,"ec 1279","USA 1279","68",NA,16,"russ silvestre","Russ Silvestre","silvestre",332
"3304",3304,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,40,17,2,2,14,26,NA,35,136,"gone","USA 280","56",NA,17,"bruce burton","Bruce Burton","burton",50
"3305",3305,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,15,42,6,NA,41,3,26,10,143,"usa 1296","USA 1296","54",NA,18,"jeffrey siegal","Jeffrey Siegal","siegal",331
"3306",3306,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,5,46,9,8,32,NA,23,28,151,"carina","USA 1212","12",NA,20,"jonathan nye","Jonathan Nye","nye",201
"3307",3307,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,1,NA,29,36,45,29,17,8,165,"trojan horse","USA 1199","48",NA,21,"ian evans","Ian Evans","evans",115
"3308",3308,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,35,9,43,33,13,NA,29,6,168,"wicked one","GBR 1305","20",NA,22,"roger wickens","Roger Wickens","wickens",370
"3309",3309,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,3,33,35,14,NA,52,12,20,169,"bushfire","GBR 1250","25",NA,23,"jervis tilly","Jervis Tilly","tilly",358
"3310",3310,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,54,NA,27,1,17,13,51,19,182,"usa 1265","USA 1265","9",NA,25,"noel drennan","Noel Drennan","drennan",107
"3311",3311,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,24,31,19,NA,18,8,56,26,182,"wiki wiki","USA 1169","35",NA,26,"tom hughes","Tom Hughes","hughes",183
"3312",3312,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,32,32,25,7,26,32,NA,32,186,"hootchie kootchie","USA 1284","29",NA,28,"chuck poindexter","Chuck Poindexter","poindexter",297
"3313",3313,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,45,37,24,NA,20,18,27,27,198,"leading edge","USA 1090","63",NA,30,"jeff dever","Jeff Dever","dever",97
"3314",3314,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,18,11,22,26,42,NA,43,42,204,"mischief","USA 1069","49",NA,31,"betsy altman","Betsy Altman","altman",7
"3315",3315,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,19,21,16,34,39,27,53,NA,209,"tithonus","USA 1209","26",NA,32,"dave smalley","Dave Smalley / Gary Corwin","smalley",335
"3316",3316,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,46,28,40,18,19,NA,21,45,217,"irrational exuberance","GBR 1174","8",NA,35,"harald orneberg","Harald Orneberg","orneberg",282
"3317",3317,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,20,NA,49,21,15,42,40,34,221,"revival","USA 1304","16",NA,36,"ralph hertz","Ralph Hertz","hertz",165
"3318",3318,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,12,44,NA,22,38,46,39,23,224,"la tormenta","USA 1137","66",NA,37,"shannon bush","Shannon Bush","bush",53
"3319",3319,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,39,48,18,23,21,NA,31,46,226,"usa 1224","USA 1224","21",NA,38,"kurt winkelmann","Kurt Winkelmann","winkelmann",373
"3320",3320,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,36,30,34,NA,25,33,34,39,231,"champagne iii","USA 1259","51",NA,39,"john ulbrich","John Ulbrich","ulbrich",361
"3321",3321,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,33,NA,53,31,46,10,30,30,233,"ten zero one","USA 1001","23",NA,40,"bill fortenberry","Bill Fortenberry","fortenberry",125
"3322",3322,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,23,23,32,30,51,23,NA,53,235,"cool bean","USA 1171","1",NA,41,"j.d. stone","J.D. Stone","stone",346
"3323",3323,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,21,38,45,40,29,NA,46,17,236,"mr. wilson","USA 1207","2",NA,42,"tracy brand","Tracy Brand / Jeff Padnos","brand",38
"3324",3324,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,31,NA,47,27,52,22,20,37,236,"victory","USA 1055","43",NA,43,"buddy cribb","Buddy Cribb","cribb",82
"3325",3325,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,41,24,8,35,35,50,45,NA,238,"alliance","USA 980","34",NA,44,"frank atkinson","Frank Atkinson","atkinson",16
"3326",3326,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,25,26,NA,45,31,31,52,29,239,"b/witchcraft","USA 1061","13",NA,45,"patricia stadel","Patricia Stadel","stadel",288
"3327",3327,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,38,35,NA,42,23,47,9,48,242,"john deere","AUS 1094","30",NA,46,"henry spingler","Henry Spingler","spingler",339
"3328",3328,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,43,14,44,47,NA,38,24,33,243,"gbr 1075","GBR 1075","59",NA,47,"cordelia ellis","Cordelia Ellis","ellis",114
"3329",3329,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,22,47,NA,41,34,15,41,43,243,"dirty laundry","USA 1076","62",NA,48,"rusty bodden & tim yourieff","Rusty Bodden & Tim Yourieff","yourieff",380
"3330",3330,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,16,43,37,NA,36,34,44,40,250,"flying colors","USA 1241","52",NA,50,"ken womack","Ken Womack","womack",374
"3331",3331,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,49,45,46,29,NA,40,19,22,250,"patriot games","GBR 1195","36",NA,51,"jack mccarthy","Jack McCarthy / Paul Blowers","mccarthy",245
"3332",3332,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,7,39,36,NA,49,43,37,47,258,"annie","USA 1238","38",NA,52,"gary gilbert","Gary Gilbert","gilbert",135
"3333",3333,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,17,34,50,54,53,28,NA,49,285,"perezoso","USA 1145","41",NA,53,"jeff nehms","Jeff Nehms","nehms",276
"3334",3334,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,53,36,21,55,22,45,54,NA,286,"usa 1299","USA 1299","6",NA,54,"randy white","Randy White / Jerry Fulp","white",369
"3335",3335,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,50,40,48,50,33,NA,36,44,301,"wallinator","USA 1016","44",NA,55,"nathan ballard","Nathan Ballard / Walter O'Sullivan","ballard",20
"3336",3336,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,55,20,56,44,44,53,NA,51,323,"soul ii","USA 598","4",NA,56,"chuck coyer","Chuck Coyer","coyer",81
"3337",3337,NA,2005,"http://www.etchellsfleet20.org/results/2005/2005midwinters.htm","Miami Mid-Winters",NA,57,NA,52,49,48,17,42,69,334,"usa 800","USA 800","58",NA,57,"stuart bruce","Stuart Bruce","bruce",43
"3338",3338,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,2,NA,1,3,1,NA,NA,NA,7,"twelve twenty -one","USA 151",NA,NA,1,"jud smith","Jud Smith / Henry Frazer","smith",337
"3339",3339,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,3,NA,4,4,4,NA,NA,NA,15,"pied piper","USA 1261",NA,NA,2,"tom piper","Tom Piper","piper",293
"3340",3340,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,1,2,3,NA,12,NA,NA,NA,18,"swedish blue","GBR 1148",NA,NA,3,"ante razmilovic","Ante Razmilovic","razmilovic",306
"3341",3341,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,4,1,9,NA,13,NA,NA,NA,27,"fathom this - 2702","USA 1225",NA,NA,4,"robert bell","Robert Bell","bell",28
"3342",3342,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,5,3,14,NA,11,NA,NA,NA,33,"pipe dream 12","USA 1202",NA,NA,5,"scott piper","Scott Piper","piper",293
"3343",3343,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,19,10,5,2,NA,NA,NA,NA,36,"chemical imbalance","USA 1105",NA,NA,6,"robert hitchcock","Robert Hitchcock","hitchcock",168
"3344",3344,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,9,15,8,7,NA,NA,NA,NA,39,"landed immigrant","CAN 1231",NA,NA,8,"hans fogh","Hans Fogh","fogh",123
"3345",3345,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,13,16,NA,10,2,NA,NA,NA,41,"thin ice","USA 1166",NA,NA,9,"stuart hebb","Stuart Hebb","hebb",160
"3346",3346,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,10,NA,13,5,19,NA,NA,NA,47,"keep smiling","USA 1232",NA,NA,10,"marvin beckmann","Marvin Beckmann","beckmann",237
"3347",3347,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,11,14,19,9,NA,NA,NA,NA,53,"double bag","USA 1263",NA,NA,12,"andy giglia","Andy Giglia","giglia",138
"3348",3348,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,7,7,17,22,NA,NA,NA,NA,53,"hootchie kootchie","USA 1042",NA,NA,13,"chuck poindexter","Chuck Poindexter","poindexter",297
"3349",3349,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,8,NA,12,23,10,NA,NA,NA,53,"bushfire","GBR 1021",NA,NA,14,"jervis tilly","Jervis Tilly","tilly",358
"3350",3350,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,21,12,2,NA,29,NA,NA,NA,64,"trojan horse","USA 1199",NA,NA,15,"tim britton","Tim Britton","britton",40
"3351",3351,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,15,NA,11,14,26,NA,NA,NA,66,"leading edge","USA 1090",NA,NA,16,"jeff dever","Jeff Dever","dever",97
"3352",3352,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,20,NA,21,8,18,NA,NA,NA,67,"victory","USA 1055",NA,NA,17,"buddy cribb","Buddy Cribb","cribb",82
"3353",3353,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,25,8,NA,25,9,NA,NA,NA,67,"mr. wilson","USA 1207",NA,NA,18,"jeff padnos","Jeff Padnos / Tracy Brand","padnos",190
"3354",3354,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,12,NA,31,11,14,NA,NA,NA,68,"usa 1185","USA 1185",NA,NA,19,"robert allardice","Robert Allardice","allardice",5
"3355",3355,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,26,NA,18,15,17,NA,NA,NA,76,"caramba","USA 1097",NA,NA,22,"jose fuentes","Jose Fuentes / Will Keyworth","fuentes",200
"3356",3356,NA,2004,"http://www.etchellsfleet20.org/results/2004/2004piana.htm","Piana Cup (2003)",NA,6,29,30,NA,23,NA,NA,NA,88,"georges iii","USA 1095",NA,NA,23,"sylvan chaix","Sylvan Chaix","chaix",69
